,Date,volume
1207,2012/04/24,7522
1208,2012/04/25,7430
1209,2012/04/26,9944
1210,2012/04/27,7060
1211,2012/04/28,7275
1212,2012/04/29,7550
1213,2012/04/30,9234
1214,2012/05/01,10038
1215,2012/05/02,9828
1216,2012/05/03,13845
1217,2012/05/04,13937
1218,2012/05/05,12831
1219,2012/05/06,10986
1220,2012/05/07,18077
1221,2012/05/08,17543
1222,2012/05/09,17079
1223,2012/05/10,11653
1224,2012/05/11,18918
1225,2012/05/12,18198
1226,2012/05/13,14597
1227,2012/05/14,28210
1228,2012/05/15,22105
1229,2012/05/16,17957
1230,2012/05/17,16819
1231,2012/05/18,24336
1232,2012/05/19,35255
1233,2012/05/20,31322
1234,2012/05/21,31478
1235,2012/05/22,23365
1236,2012/05/23,27302
1237,2012/05/24,26464
1238,2012/05/25,28878
1239,2012/05/26,23137
1240,2012/05/27,26288
1241,2012/05/28,29746
1242,2012/05/29,29690
1243,2012/05/30,25449
1244,2012/05/31,20875
1245,2012/06/01,26917
1246,2012/06/02,12640
1247,2012/06/03,33448
1248,2012/06/04,45783
1249,2012/06/05,44217
1250,2012/06/06,15784
1251,2012/06/07,33064
1252,2012/06/08,23756
1253,2012/06/09,32879
1254,2012/06/10,40555
1255,2012/06/11,32391
1256,2012/06/12,18087
1257,2012/06/13,56644
1258,2012/06/14,61782
1259,2012/06/15,54827
1260,2012/06/16,43126
1261,2012/06/17,43745
1262,2012/06/18,38896
1263,2012/06/19,35815
1264,2012/06/20,32101
1265,2012/06/21,26646
1266,2012/06/22,23427
1267,2012/06/23,22139
1268,2012/06/24,22261
1269,2012/06/25,28559
1270,2012/06/26,30086
1271,2012/06/27,30712
1272,2012/06/28,26385
1273,2012/06/29,22731
1274,2012/06/30,22486
1275,2012/07/01,19134
1276,2012/07/02,24995
1277,2012/07/03,22507
1278,2012/07/04,23014
1279,2012/07/05,21499
1280,2012/07/06,23761
1281,2012/07/07,25449
1282,2012/07/08,20646
1283,2012/07/09,24966
1284,2012/07/10,34930
1285,2012/07/11,31116
1286,2012/07/12,24153
1287,2012/07/13,24393
1288,2012/07/14,22626
1289,2012/07/15,26205
1290,2012/07/16,31229
1291,2012/07/17,35029
1292,2012/07/18,32433
1293,2012/07/19,30900
1294,2012/07/20,36646
1295,2012/07/21,34452
1296,2012/07/22,34705
1297,2012/07/23,32557
1298,2012/07/24,28208
1299,2012/07/25,27167
1300,2012/07/26,30538
1301,2012/07/27,26977
1302,2012/07/28,35077
1303,2012/07/29,34317
1304,2012/07/30,34219
1305,2012/07/31,41377
1306,2012/08/01,30404
1307,2012/08/02,33046
1308,2012/08/03,27618
1309,2012/08/04,28854
1310,2012/08/05,33144
1311,2012/08/06,35260
1312,2012/08/07,29439
1313,2012/08/08,40002
1314,2012/08/09,29772
1315,2012/08/10,28219
1316,2012/08/11,32971
1317,2012/08/12,34477
1318,2012/08/13,48712
1319,2012/08/14,34349
1320,2012/08/15,52802
1321,2012/08/16,46323
1322,2012/08/17,40416
1323,2012/08/18,37011
1324,2012/08/19,36769
1325,2012/08/20,35663
1326,2012/08/21,42242
1327,2012/08/22,37718
1328,2012/08/23,31653
1329,2012/08/24,32127
1330,2012/08/25,33301
1331,2012/08/26,29341
1332,2012/08/27,32951
1333,2012/08/28,29687
1334,2012/08/29,34041
1335,2012/08/30,33760
1336,2012/08/31,40484
1337,2012/09/01,40613
1338,2012/09/02,33424
1339,2012/09/03,38081
1340,2012/09/04,39793
1341,2012/09/05,40955
1342,2012/09/06,42619
1343,2012/09/07,33315
1344,2012/09/08,31028
1345,2012/09/09,31305
1346,2012/09/10,33482
1347,2012/09/11,38080
1348,2012/09/12,27941
1349,2012/09/13,28895
1350,2012/09/14,35956
1351,2012/09/15,27104
1352,2012/09/16,28254
1353,2012/09/17,24278
1354,2012/09/18,32654
1355,2012/09/19,32090
1356,2012/09/20,31130
1357,2012/09/21,30178
1358,2012/09/22,21857
1359,2012/09/23,27841
1360,2012/09/24,29037
1361,2012/09/25,24038
1362,2012/09/26,32273
1363,2012/09/27,28186
1364,2012/09/28,32610
1365,2012/09/29,23824
1366,2012/09/30,20509
1367,2012/10/01,24596
1368,2012/10/02,32732
1369,2012/10/03,26536
1370,2012/10/04,32484
1371,2012/10/05,36235
1372,2012/10/06,32517
1373,2012/10/07,34601
1374,2012/10/08,38033
1375,2012/10/09,35308
1376,2012/10/10,31077
1377,2012/10/11,27546
1378,2012/10/12,28544
1379,2012/10/13,32942
1380,2012/10/14,27287
1381,2012/10/15,30829
1382,2012/10/16,34378
1383,2012/10/17,31671
1384,2012/10/18,28100
1385,2012/10/19,25218
1386,2012/10/20,30284
1387,2012/10/21,40672
1388,2012/10/22,42997
1389,2012/10/23,31901
1390,2012/10/24,32032
1391,2012/10/25,26855
1392,2012/10/26,21762
1393,2012/10/27,16138
1394,2012/10/28,17799
1395,2012/10/29,21342
1396,2012/10/30,30604
1397,2012/10/31,27611
1398,2012/11/01,23501
1399,2012/11/02,28847
1400,2012/11/03,23753
1401,2012/11/04,24147
1402,2012/11/05,32024
1403,2012/11/06,31851
1404,2012/11/07,36323
1405,2012/11/08,32261
1406,2012/11/09,25005
1407,2012/11/10,26965
1408,2012/11/11,23408
1409,2012/11/12,23771
1410,2012/11/13,26991
1411,2012/11/14,29758
1412,2012/11/15,37468
1413,2012/11/16,39301
1414,2012/11/17,32398
1415,2012/11/18,33990
1416,2012/11/19,36777
1417,2012/11/20,36711
1418,2012/11/21,38914
1419,2012/11/22,30756
1420,2012/11/23,32184
1421,2012/11/24,29567
1422,2012/11/25,36590
1423,2012/11/26,35741
1424,2012/11/27,27484
1425,2012/11/28,37084
1426,2012/11/29,37257
1427,2012/11/30,29633
1428,2012/12/01,33325
1429,2012/12/02,20463
1430,2012/12/03,21512
1431,2012/12/04,32244
1432,2012/12/05,33622
1433,2012/12/06,37026
1434,2012/12/07,32016
1435,2012/12/08,33036
1436,2012/12/09,31933
1437,2012/12/10,36078
1438,2012/12/11,36635
1439,2012/12/12,36606
1440,2012/12/13,42384
1441,2012/12/14,38908
1442,2012/12/15,32249
1443,2012/12/16,35365
1444,2012/12/17,40906
1445,2012/12/18,49687
1446,2012/12/19,44623
1447,2012/12/20,35816
1448,2012/12/21,44454
1449,2012/12/22,51105
1450,2012/12/23,36616
1451,2012/12/24,35979
1452,2012/12/25,28619
1453,2012/12/26,36432
1454,2012/12/27,43631
1455,2012/12/28,46936
1456,2012/12/29,37966
1457,2012/12/30,45281
1458,2012/12/31,29906
1459,2013/01/01,31734
1460,2013/01/02,39280
1461,2013/01/03,42147
1462,2013/01/04,48436
1463,2013/01/05,39455
1464,2013/01/06,32881
1465,2013/01/07,40120
1466,2013/01/08,38491
1467,2013/01/09,43060
1468,2013/01/10,52392
1469,2013/01/11,52632
1470,2013/01/12,45549
1471,2013/01/13,49308
1472,2013/01/14,44403
1473,2013/01/15,44901
1474,2013/01/16,53498
1475,2013/01/17,47989
1476,2013/01/18,49018
1477,2013/01/19,56016
1478,2013/01/20,41241
1479,2013/01/21,40309
1480,2013/01/22,43608
1481,2013/01/23,46552
1482,2013/01/24,46065
1483,2013/01/25,48374
1484,2013/01/26,52210
1485,2013/01/27,55262
1486,2013/01/28,52033
1487,2013/01/29,51545
1488,2013/01/30,41066
1489,2013/01/31,51440
1490,2013/02/01,59235
1491,2013/02/02,54312
1492,2013/02/03,60978
1493,2013/02/04,54841
1494,2013/02/05,53253
1495,2013/02/06,42409
1496,2013/02/07,61083
1497,2013/02/08,60770
1498,2013/02/09,57607
1499,2013/02/10,56282
1500,2013/02/11,57435
1501,2013/02/12,58412
1502,2013/02/13,58919
1503,2013/02/14,50777
1504,2013/02/15,55468
1505,2013/02/16,51244
1506,2013/02/17,49447
1507,2013/02/18,50213
1508,2013/02/19,54360
1509,2013/02/20,59555
1510,2013/02/21,55740
1511,2013/02/22,62001
1512,2013/02/23,57722
1513,2013/02/24,57008
1514,2013/02/25,66940
1515,2013/02/26,63272
1516,2013/02/27,60756
1517,2013/02/28,62853
1518,2013/03/01,64383
1519,2013/03/02,55680
1520,2013/03/03,54298
1521,2013/03/04,63865
1522,2013/03/05,56729
1523,2013/03/06,62605
1524,2013/03/07,66610
1525,2013/03/08,55697
1526,2013/03/09,55377
1527,2013/03/10,73661
1528,2013/03/11,59125
1529,2013/03/12,48349
1530,2013/03/13,56533
1531,2013/03/14,57890
1532,2013/03/15,62604
1533,2013/03/16,34012
1534,2013/03/17,35139
1535,2013/03/18,43295
1536,2013/03/19,45938
1537,2013/03/20,46065
1538,2013/03/21,55346
1539,2013/03/22,60355
1540,2013/03/23,52697
1541,2013/03/24,51146
1542,2013/03/25,48849
1543,2013/03/26,48910
1544,2013/03/27,53076
1545,2013/03/28,60806
1546,2013/03/29,62085
1547,2013/03/30,59023
1548,2013/03/31,43817
1549,2013/04/01,52572
1550,2013/04/02,63095
1551,2013/04/03,63766
1552,2013/04/04,66738
1553,2013/04/05,61215
1554,2013/04/06,51555
1555,2013/04/07,63377
1556,2013/04/08,61525
1557,2013/04/09,66803
1558,2013/04/10,63690
1559,2013/04/11,68247
1560,2013/04/12,58517
1561,2013/04/13,53350
1562,2013/04/14,55318
1563,2013/04/15,54332
1564,2013/04/16,67608
1565,2013/04/17,56535
1566,2013/04/18,46484
1567,2013/04/19,59391
1568,2013/04/20,48148
1569,2013/04/21,44048
1570,2013/04/22,47041
1571,2013/04/23,61500
1572,2013/04/24,64861
1573,2013/04/25,62394
1574,2013/04/26,55093
1575,2013/04/27,44222
1576,2013/04/28,41702
1577,2013/04/29,51602
1578,2013/04/30,47450
1579,2013/05/01,55176
1580,2013/05/02,55295
1581,2013/05/03,51275
1582,2013/05/04,50102
1583,2013/05/05,50167
1584,2013/05/06,53174
1585,2013/05/07,56567
1586,2013/05/08,50274
1587,2013/05/09,66610
1588,2013/05/10,67709
1589,2013/05/11,73220
1590,2013/05/12,65260
1591,2013/05/13,60824
1592,2013/05/14,66316
1593,2013/05/15,64030
1594,2013/05/16,61010
1595,2013/05/17,58570
1596,2013/05/18,52066
1597,2013/05/19,47664
1598,2013/05/20,48692
1599,2013/05/21,53791
1600,2013/05/22,51834
1601,2013/05/23,59615
1602,2013/05/24,55232
1603,2013/05/25,51115
1604,2013/05/26,40559
1605,2013/05/27,52582
1606,2013/05/28,56912
1607,2013/05/29,54892
1608,2013/05/30,57247
1609,2013/05/31,54171
1610,2013/06/01,54098
1611,2013/06/02,49748
1612,2013/06/03,55661
1613,2013/06/04,57409
1614,2013/06/05,56376
1615,2013/06/06,54457
1616,2013/06/07,52027
1617,2013/06/08,48037
1618,2013/06/09,44312
1619,2013/06/10,44826
1620,2013/06/11,49483
1621,2013/06/12,45704
1622,2013/06/13,43007
1623,2013/06/14,49992
1624,2013/06/15,35653
1625,2013/06/16,42781
1626,2013/06/17,45798
1627,2013/06/18,45877
1628,2013/06/19,46895
1629,2013/06/20,52361
1630,2013/06/21,46859
1631,2013/06/22,44418
1632,2013/06/23,38342
1633,2013/06/24,44095
1634,2013/06/25,44472
1635,2013/06/26,45453
1636,2013/06/27,45961
1637,2013/06/28,49383
1638,2013/06/29,36376
1639,2013/06/30,30800
1640,2013/07/01,38971
1641,2013/07/02,39497
1642,2013/07/03,35347
1643,2013/07/04,35127
1644,2013/07/05,36851
1645,2013/07/06,33185
1646,2013/07/07,30170
1647,2013/07/08,39437
1648,2013/07/09,40647
1649,2013/07/10,39043
1650,2013/07/11,43260
1651,2013/07/12,48106
1652,2013/07/13,37813
1653,2013/07/14,34761
1654,2013/07/15,36590
1655,2013/07/16,39228
1656,2013/07/17,40459
1657,2013/07/18,41009
1658,2013/07/19,36588
1659,2013/07/20,33516
1660,2013/07/21,35257
1661,2013/07/22,39814
1662,2013/07/23,38291
1663,2013/07/24,42202
1664,2013/07/25,42384
1665,2013/07/26,37209
1666,2013/07/27,36711
1667,2013/07/28,37134
1668,2013/07/29,41634
1669,2013/07/30,41936
1670,2013/07/31,49334
1671,2013/08/01,50727
1672,2013/08/02,51489
1673,2013/08/03,45576
1674,2013/08/04,42767
1675,2013/08/05,50812
1676,2013/08/06,54179
1677,2013/08/07,57420
1678,2013/08/08,57817
1679,2013/08/09,49463
1680,2013/08/10,51485
1681,2013/08/11,38206
1682,2013/08/12,50012
1683,2013/08/13,52897
1684,2013/08/14,51492
1685,2013/08/15,57959
1686,2013/08/16,70951
1687,2013/08/17,56356
1688,2013/08/18,56203
1689,2013/08/19,71137
1690,2013/08/20,63038
1691,2013/08/21,60335
1692,2013/08/22,66596
1693,2013/08/23,54999
1694,2013/08/24,51634
1695,2013/08/25,44296
1696,2013/08/26,55927
1697,2013/08/27,62018
1698,2013/08/28,64569
1699,2013/08/29,58803
1700,2013/08/30,62398
1701,2013/08/31,47282
1702,2013/09/01,46377
1703,2013/09/02,51051
1704,2013/09/03,51969
1705,2013/09/04,52816
1706,2013/09/05,60551
1707,2013/09/06,60665
1708,2013/09/07,51822
1709,2013/09/08,46295
1710,2013/09/09,57473
1711,2013/09/10,53092
1712,2013/09/11,49010
1713,2013/09/12,52087
1714,2013/09/13,44630
1715,2013/09/14,43342
1716,2013/09/15,53491
1717,2013/09/16,51731
1718,2013/09/17,67752
1719,2013/09/18,60386
1720,2013/09/19,59625
1721,2013/09/20,58794
1722,2013/09/21,52309
1723,2013/09/22,50700
1724,2013/09/23,65118
1725,2013/09/24,62380
1726,2013/09/25,54342
1727,2013/09/26,57383
1728,2013/09/27,46742
1729,2013/09/28,42403
1730,2013/09/29,41011
1731,2013/09/30,46993
1732,2013/10/01,56984
1733,2013/10/02,61773
1734,2013/10/03,59352
1735,2013/10/04,51760
1736,2013/10/05,45260
1737,2013/10/06,42672
1738,2013/10/07,44391
1739,2013/10/08,44970
1740,2013/10/09,50494
1741,2013/10/10,56661
1742,2013/10/11,51737
1743,2013/10/12,49260
1744,2013/10/13,51083
1745,2013/10/14,57202
1746,2013/10/15,55566
1747,2013/10/16,50616
1748,2013/10/17,46703
1749,2013/10/18,59469
1750,2013/10/19,55088
1751,2013/10/20,49219
1752,2013/10/21,60240
1753,2013/10/22,64803
1754,2013/10/23,55093
1755,2013/10/24,63419
1756,2013/10/25,57236
1757,2013/10/26,47565
1758,2013/10/27,43512
1759,2013/10/28,50929
1760,2013/10/29,49770
1761,2013/10/30,48251
1762,2013/10/31,57970
1763,2013/11/01,45163
1764,2013/11/02,38979
1765,2013/11/03,35755
1766,2013/11/04,45328
1767,2013/11/05,51423
1768,2013/11/06,54845
1769,2013/11/07,60391
1770,2013/11/08,59089
1771,2013/11/09,55056
1772,2013/11/10,57367
1773,2013/11/11,57218
1774,2013/11/12,58106
1775,2013/11/13,64702
1776,2013/11/14,69230
1777,2013/11/15,60748
1778,2013/11/16,46981
1779,2013/11/17,51137
1780,2013/11/18,78876
1781,2013/11/19,92746
1782,2013/11/20,77394
1783,2013/11/21,71672
1784,2013/11/22,76775
1785,2013/11/23,72375
1786,2013/11/24,60693
1787,2013/11/25,71620
1788,2013/11/26,83224
1789,2013/11/27,95358
1790,2013/11/28,98740
1791,2013/11/29,89911
1792,2013/11/30,75014
1793,2013/12/01,71947
1794,2013/12/02,75411
1795,2013/12/03,77467
1796,2013/12/04,79453
1797,2013/12/05,83113
1798,2013/12/06,71891
1799,2013/12/07,67517
1800,2013/12/08,47282
1801,2013/12/09,63449
1802,2013/12/10,67431
1803,2013/12/11,67140
1804,2013/12/12,58056
1805,2013/12/13,59941
1806,2013/12/14,53859
1807,2013/12/15,52131
1808,2013/12/16,69181
1809,2013/12/17,67537
1810,2013/12/18,81311
1811,2013/12/19,70052
1812,2013/12/20,64905
1813,2013/12/21,55922
1814,2013/12/22,52728
1815,2013/12/23,54096
1816,2013/12/24,55696
1817,2013/12/25,55266
1818,2013/12/26,51096
1819,2013/12/27,52490
1820,2013/12/28,47859
1821,2013/12/29,51157
1822,2013/12/30,55440
1823,2013/12/31,48663
1824,2014/01/01,42865
1825,2014/01/02,54636
1826,2014/01/03,60819
1827,2014/01/04,51911
1828,2014/01/05,58469
1829,2014/01/06,67172
1830,2014/01/07,62734
1831,2014/01/08,61246
1832,2014/01/09,58824
1833,2014/01/10,53979
1834,2014/01/11,55646
1835,2014/01/12,50330
1836,2014/01/13,53292
1837,2014/01/14,57216
1838,2014/01/15,61428
1839,2014/01/16,56518
1840,2014/01/17,58874
1841,2014/01/18,51399
1842,2014/01/19,47836
1843,2014/01/20,62808
1844,2014/01/21,72411
1845,2014/01/22,65643
1846,2014/01/23,63399
1847,2014/01/24,65411
1848,2014/01/25,53699
1849,2014/01/26,53430
1850,2014/01/27,64200
1851,2014/01/28,65608
1852,2014/01/29,59530
1853,2014/01/30,60623
1854,2014/01/31,60085
1855,2014/02/01,54649
1856,2014/02/02,52297
1857,2014/02/03,57419
1858,2014/02/04,69627
1859,2014/02/05,67361
1860,2014/02/06,69978
1861,2014/02/07,70359
1862,2014/02/08,64827
1863,2014/02/09,56441
1864,2014/02/10,66694
1865,2014/02/11,67065
1866,2014/02/12,61948
1867,2014/02/13,67161
1868,2014/02/14,74698
1869,2014/02/15,61709
1870,2014/02/16,57336
1871,2014/02/17,60698
1872,2014/02/18,65245
1873,2014/02/19,69942
1874,2014/02/20,70967
1875,2014/02/21,69238
1876,2014/02/22,58493
1877,2014/02/23,59906
1878,2014/02/24,73605
1879,2014/02/25,79921
1880,2014/02/26,72992
1881,2014/02/27,70671
1882,2014/02/28,70109
1883,2014/03/01,63258
1884,2014/03/02,56495
1885,2014/03/03,81116
1886,2014/03/04,84451
1887,2014/03/05,72236
1888,2014/03/06,70354
1889,2014/03/07,72179
1890,2014/03/08,64422
1891,2014/03/09,61982
1892,2014/03/10,70735
1893,2014/03/11,76036
1894,2014/03/12,76157
1895,2014/03/13,72643
1896,2014/03/14,70482
1897,2014/03/15,60143
1898,2014/03/16,59161
1899,2014/03/17,66235
1900,2014/03/18,53996
1901,2014/03/19,73644
1902,2014/03/20,70825
1903,2014/03/21,72905
1904,2014/03/22,66503
1905,2014/03/23,57597
1906,2014/03/24,70795
1907,2014/03/25,71726
1908,2014/03/26,68156
1909,2014/03/27,71546
1910,2014/03/28,66905
1911,2014/03/29,53095
1912,2014/03/30,56713
1913,2014/03/31,64862
1914,2014/04/01,63965
1915,2014/04/02,66716
1916,2014/04/03,66820
1917,2014/04/04,65497
1918,2014/04/05,55624
1919,2014/04/06,49859
1920,2014/04/07,65659
1921,2014/04/08,67707
1922,2014/04/09,64992
1923,2014/04/10,67872
1924,2014/04/11,65563
1925,2014/04/12,47579
1926,2014/04/13,50981
1927,2014/04/14,70026
1928,2014/04/15,72627
1929,2014/04/16,68435
1930,2014/04/17,65021
1931,2014/04/18,56836
1932,2014/04/19,53356
1933,2014/04/20,48865
1934,2014/04/21,57939
1935,2014/04/22,77888
1936,2014/04/23,73789
1937,2014/04/24,72543
1938,2014/04/25,72468
1939,2014/04/26,52012
1940,2014/04/27,52452
1941,2014/04/28,64394
1942,2014/04/29,64886
1943,2014/04/30,63501
1944,2014/05/01,59482
1945,2014/05/02,59820
1946,2014/05/03,54015
1947,2014/05/04,51618
1948,2014/05/05,67638
1949,2014/05/06,77034
1950,2014/05/07,69666
1951,2014/05/08,68770
1952,2014/05/09,66123
1953,2014/05/10,56237
1954,2014/05/11,52438
1955,2014/05/12,74254
1956,2014/05/13,69195
1957,2014/05/14,69658
1958,2014/05/15,74722
1959,2014/05/16,65181
1960,2014/05/17,53338
1961,2014/05/18,49740
1962,2014/05/19,63926
1963,2014/05/20,71343
1964,2014/05/21,68730
1965,2014/05/22,73171
1966,2014/05/23,72645
1967,2014/05/24,52718
1968,2014/05/25,57405
1969,2014/05/26,66849
1970,2014/05/27,68388
1971,2014/05/28,72169
1972,2014/05/29,65221
1973,2014/05/30,64960
1974,2014/05/31,52025
1975,2014/06/01,55047
1976,2014/06/02,64241
1977,2014/06/03,69517
1978,2014/06/04,64873
1979,2014/06/05,66793
1980,2014/06/06,62203
1981,2014/06/07,51055
1982,2014/06/08,48172
1983,2014/06/09,59719
1984,2014/06/10,63149
1985,2014/06/11,62681
1986,2014/06/12,64572
1987,2014/06/13,64576
1988,2014/06/14,53418
1989,2014/06/15,53726
1990,2014/06/16,68074
1991,2014/06/17,69893
1992,2014/06/18,63730
1993,2014/06/19,62287
1994,2014/06/20,57195
1995,2014/06/21,50987
1996,2014/06/22,49924
1997,2014/06/23,60040
1998,2014/06/24,64695
1999,2014/06/25,64210
2000,2014/06/26,61261
2001,2014/06/27,62769
2002,2014/06/28,54210
2003,2014/06/29,48937
2004,2014/06/30,70099
2005,2014/07/01,69310
2006,2014/07/02,66591
2007,2014/07/03,62710
2008,2014/07/04,59328
2009,2014/07/05,49802
2010,2014/07/06,51997
2011,2014/07/07,64536
2012,2014/07/08,69967
2013,2014/07/09,68352
2014,2014/07/10,64456
2015,2014/07/11,58921
2016,2014/07/12,53297
2017,2014/07/13,52257
2018,2014/07/14,62626
2019,2014/07/15,72157
2020,2014/07/16,65427
2021,2014/07/17,66061
2022,2014/07/18,63890
2023,2014/07/19,59376
2024,2014/07/20,51846
2025,2014/07/21,64035
2026,2014/07/22,66716
2027,2014/07/23,66737
2028,2014/07/24,66133
2029,2014/07/25,61335
2030,2014/07/26,56199
2031,2014/07/27,51838
2032,2014/07/28,64594
2033,2014/07/29,61458
2034,2014/07/30,65981
2035,2014/07/31,69607
2036,2014/08/01,67758
2037,2014/08/02,54826
2038,2014/08/03,53467
2039,2014/08/04,67719
2040,2014/08/05,72688
2041,2014/08/06,80238
2042,2014/08/07,69753
2043,2014/08/08,68139
2044,2014/08/09,60417
2045,2014/08/10,57736
2046,2014/08/11,75393
2047,2014/08/12,76808
2048,2014/08/13,75593
2049,2014/08/14,78902
2050,2014/08/15,73028
2051,2014/08/16,67816
2052,2014/08/17,60053
2053,2014/08/18,72560
2054,2014/08/19,74554
2055,2014/08/20,73673
2056,2014/08/21,72999
2057,2014/08/22,66841
2058,2014/08/23,57431
2059,2014/08/24,56549
2060,2014/08/25,69757
2061,2014/08/26,72487
2062,2014/08/27,74412
2063,2014/08/28,68455
2064,2014/08/29,68444
2065,2014/08/30,61032
2066,2014/08/31,57567
2067,2014/09/01,70247
2068,2014/09/02,71762
2069,2014/09/03,71699
2070,2014/09/04,70652
2071,2014/09/05,67893
2072,2014/09/06,63190
2073,2014/09/07,60197
2074,2014/09/08,75622
2075,2014/09/09,81666
2076,2014/09/10,72401
2077,2014/09/11,65856
2078,2014/09/12,68230
2079,2014/09/13,61065
2080,2014/09/14,67497
2081,2014/09/15,78508
2082,2014/09/16,87063
2083,2014/09/17,80119
2084,2014/09/18,77185
2085,2014/09/19,69266
2086,2014/09/20,63306
2087,2014/09/21,59636
2088,2014/09/22,72900
2089,2014/09/23,77133
2090,2014/09/24,74818
2091,2014/09/25,78351
2092,2014/09/26,72421
2093,2014/09/27,63004
2094,2014/09/28,62310
2095,2014/09/29,77787
2096,2014/09/30,77853
2097,2014/10/01,78624
2098,2014/10/02,71948
2099,2014/10/03,74948
2100,2014/10/04,66478
2101,2014/10/05,67161
2102,2014/10/06,77888
2103,2014/10/07,78935
2104,2014/10/08,78674
2105,2014/10/09,82641
2106,2014/10/10,80903
2107,2014/10/11,64876
2108,2014/10/12,63361
2109,2014/10/13,77787
2110,2014/10/14,81232
2111,2014/10/15,76106
2112,2014/10/16,75589
2113,2014/10/17,70697
2114,2014/10/18,66313
2115,2014/10/19,63122
2116,2014/10/20,82563
2117,2014/10/21,81498
2118,2014/10/22,79828
2119,2014/10/23,80487
2120,2014/10/24,77747
2121,2014/10/25,72360
2122,2014/10/26,70637
2123,2014/10/27,83818
2124,2014/10/28,87842
2125,2014/10/29,93512
2126,2014/10/30,92452
2127,2014/10/31,85515
2128,2014/11/01,69432
2129,2014/11/02,77015
2130,2014/11/03,90182
2131,2014/11/04,87455
2132,2014/11/05,89322
2133,2014/11/06,94142
2134,2014/11/07,83807
2135,2014/11/08,72564
2136,2014/11/09,72062
2137,2014/11/10,88847
2138,2014/11/11,85489
2139,2014/11/12,95432
2140,2014/11/13,92813
2141,2014/11/14,86153
2142,2014/11/15,73102
2143,2014/11/16,75859
2144,2014/11/17,88210
2145,2014/11/18,87370
2146,2014/11/19,85130
2147,2014/11/20,89250
2148,2014/11/21,82052
2149,2014/11/22,74571
2150,2014/11/23,77141
2151,2014/11/24,85660
2152,2014/11/25,86002
2153,2014/11/26,84974
2154,2014/11/27,84541
2155,2014/11/28,85764
2156,2014/11/29,78941
2157,2014/11/30,84853
2158,2014/12/01,97493
2159,2014/12/02,99269
2160,2014/12/03,99232
2161,2014/12/04,98202
2162,2014/12/05,90744
2163,2014/12/06,81093
2164,2014/12/07,74666
2165,2014/12/08,90583
2166,2014/12/09,90078
2167,2014/12/10,88655
2168,2014/12/11,83857
2169,2014/12/12,81156
2170,2014/12/13,76061
2171,2014/12/14,79562
2172,2014/12/15,94318
2173,2014/12/16,100921
2174,2014/12/17,98316
2175,2014/12/18,95078
2176,2014/12/19,95268
2177,2014/12/20,86767
2178,2014/12/21,78831
2179,2014/12/22,96347
2180,2014/12/23,99319
2181,2014/12/24,82194
2182,2014/12/25,67760
2183,2014/12/26,76046
2184,2014/12/27,76662
2185,2014/12/28,75546
2186,2014/12/29,83283
2187,2014/12/30,84894
2188,2014/12/31,77259
2189,2015/01/01,59179
2190,2015/01/02,79122
2191,2015/01/03,82065
2192,2015/01/04,85522
2193,2015/01/05,95429
2194,2015/01/06,87663
2195,2015/01/07,89776
2196,2015/01/08,106985
2197,2015/01/09,102135
2198,2015/01/10,104727
2199,2015/01/11,90475
2200,2015/01/12,98827
2201,2015/01/13,102182
2202,2015/01/14,104620
2203,2015/01/15,120239
2204,2015/01/16,104560
2205,2015/01/17,90361
2206,2015/01/18,83033
2207,2015/01/19,98341
2208,2015/01/20,98807
2209,2015/01/21,96810
2210,2015/01/22,93563
2211,2015/01/23,91887
2212,2015/01/24,83431
2213,2015/01/25,86433
2214,2015/01/26,108054
2215,2015/01/27,99244
2216,2015/01/28,85068
2217,2015/01/29,90715
2218,2015/01/30,81061
2219,2015/01/31,86146
2220,2015/02/01,78839
2221,2015/02/02,85828
2222,2015/02/03,91666
2223,2015/02/04,90655
2224,2015/02/05,86408
2225,2015/02/06,85528
2226,2015/02/07,85540
2227,2015/02/08,82547
2228,2015/02/09,104597
2229,2015/02/10,102831
2230,2015/02/11,96890
2231,2015/02/12,87308
2232,2015/02/13,113514
2233,2015/02/14,98613
2234,2015/02/15,85127
2235,2015/02/16,104475
2236,2015/02/17,102839
2237,2015/02/18,105552
2238,2015/02/19,94386
2239,2015/02/20,98556
2240,2015/02/21,87685
2241,2015/02/22,84791
2242,2015/02/23,101373
2243,2015/02/24,104996
2244,2015/02/25,105235
2245,2015/02/26,100667
2246,2015/02/27,101322
2247,2015/02/28,89490
2248,2015/03/01,88588
2249,2015/03/02,104779
2250,2015/03/03,110823
2251,2015/03/04,98389
2252,2015/03/05,100983
2253,2015/03/06,93721
2254,2015/03/07,91365
2255,2015/03/08,87371
2256,2015/03/09,105392
2257,2015/03/10,105389
2258,2015/03/11,100611
2259,2015/03/12,96964
2260,2015/03/13,95890
2261,2015/03/14,89380
2262,2015/03/15,84791
2263,2015/03/16,105079
2264,2015/03/17,99433
2265,2015/03/18,99454
2266,2015/03/19,106160
2267,2015/03/20,103200
2268,2015/03/21,92685
2269,2015/03/22,90444
2270,2015/03/23,105874
2271,2015/03/24,92754
2272,2015/03/25,96976
2273,2015/03/26,101033
2274,2015/03/27,99320
2275,2015/03/28,87226
2276,2015/03/29,90363
2277,2015/03/30,106213
2278,2015/03/31,114961
2279,2015/04/01,119211
2280,2015/04/02,111904
2281,2015/04/03,104400
2282,2015/04/04,89498
