,Date,volume
2283,2015/04/05,94875
2284,2015/04/06,107323
2285,2015/04/07,108562
2286,2015/04/08,110626
2287,2015/04/09,116487
2288,2015/04/10,112674
2289,2015/04/11,99289
2290,2015/04/12,86871
2291,2015/04/13,115251
2292,2015/04/14,110001
2293,2015/04/15,107484
2294,2015/04/16,98908
2295,2015/04/17,102629
2296,2015/04/18,97563
2297,2015/04/19,90989
2298,2015/04/20,116592
2299,2015/04/21,112349
2300,2015/04/22,111726
2301,2015/04/23,109708
2302,2015/04/24,108652
2303,2015/04/25,98302
2304,2015/04/26,92855
2305,2015/04/27,113638
2306,2015/04/28,113040
2307,2015/04/29,117133
2308,2015/04/30,112824
2309,2015/05/01,99412
2310,2015/05/02,94955
2311,2015/05/03,84461
2312,2015/05/04,103872
2313,2015/05/05,115194
2314,2015/05/06,111572
2315,2015/05/07,110984
2316,2015/05/08,108995
2317,2015/05/09,94587
2318,2015/05/10,89280
2319,2015/05/11,111216
2320,2015/05/12,109951
2321,2015/05/13,108696
2322,2015/05/14,101430
2323,2015/05/15,105013
2324,2015/05/16,90554
2325,2015/05/17,86991
2326,2015/05/18,98434
2327,2015/05/19,107216
2328,2015/05/20,106743
2329,2015/05/21,98147
2330,2015/05/22,102632
2331,2015/05/23,86167
2332,2015/05/24,93898
2333,2015/05/25,105945
2334,2015/05/26,108240
2335,2015/05/27,107951
2336,2015/05/28,110848
2337,2015/05/29,123898
2338,2015/05/30,127665
2339,2015/05/31,98636
2340,2015/06/01,128564
2341,2015/06/02,128057
2342,2015/06/03,127458
2343,2015/06/04,118205
2344,2015/06/05,110063
2345,2015/06/06,92518
2346,2015/06/07,83478
2347,2015/06/08,108016
2348,2015/06/09,121487
2349,2015/06/10,131110
2350,2015/06/11,120489
2351,2015/06/12,126803
2352,2015/06/13,105684
2353,2015/06/14,102888
2354,2015/06/15,129245
2355,2015/06/16,121423
2356,2015/06/17,132964
2357,2015/06/18,124773
2358,2015/06/19,125075
2359,2015/06/20,101878
2360,2015/06/21,96530
2361,2015/06/22,119192
2362,2015/06/23,125420
2363,2015/06/24,112937
2364,2015/06/25,111316
2365,2015/06/26,116278
2366,2015/06/27,105875
2367,2015/06/28,99004
2368,2015/06/29,124040
2369,2015/06/30,155724
2370,2015/07/01,143977
2371,2015/07/02,141999
2372,2015/07/03,129558
2373,2015/07/04,104430
2374,2015/07/05,114942
2375,2015/07/06,173889
2376,2015/07/07,190613
2377,2015/07/08,201586
2378,2015/07/09,191030
2379,2015/07/10,192866
2380,2015/07/11,186052
2381,2015/07/12,208550
2382,2015/07/13,159547
2383,2015/07/14,122474
2384,2015/07/15,115417
2385,2015/07/16,114253
2386,2015/07/17,116759
2387,2015/07/18,130546
2388,2015/07/19,120735
2389,2015/07/20,125102
2390,2015/07/21,133658
2391,2015/07/22,131105
2392,2015/07/23,109480
2393,2015/07/24,109749
2394,2015/07/25,100390
2395,2015/07/26,92632
2396,2015/07/27,115077
2397,2015/07/28,118214
2398,2015/07/29,143048
2399,2015/07/30,122807
2400,2015/07/31,147352
2401,2015/08/01,147326
2402,2015/08/02,103449
2403,2015/08/03,119687
2404,2015/08/04,132411
2405,2015/08/05,133625
2406,2015/08/06,134695
2407,2015/08/07,111208
2408,2015/08/08,101351
2409,2015/08/09,90392
2410,2015/08/10,116674
2411,2015/08/11,114579
2412,2015/08/12,117772
2413,2015/08/13,117360
2414,2015/08/14,111113
2415,2015/08/15,94807
2416,2015/08/16,89360
2417,2015/08/17,114902
2418,2015/08/18,119657
2419,2015/08/19,119995
2420,2015/08/20,118080
2421,2015/08/21,113627
2422,2015/08/22,105507
2423,2015/08/23,94395
2424,2015/08/24,125213
2425,2015/08/25,121838
2426,2015/08/26,122691
2427,2015/08/27,119942
2428,2015/08/28,120230
2429,2015/08/29,107329
2430,2015/08/30,98189
2431,2015/08/31,127103
2432,2015/09/01,130256
2433,2015/09/02,149906
2434,2015/09/03,128536
2435,2015/09/04,103817
2436,2015/09/05,124071
2437,2015/09/06,106149
2438,2015/09/07,125315
2439,2015/09/08,125243
2440,2015/09/09,126308
2441,2015/09/10,124780
2442,2015/09/11,179844
2443,2015/09/12,137605
2444,2015/09/13,145897
2445,2015/09/14,166563
2446,2015/09/15,162839
2447,2015/09/16,167127
2448,2015/09/17,259135
2449,2015/09/18,161357
2450,2015/09/19,114726
2451,2015/09/20,109030
2452,2015/09/21,131547
2453,2015/09/22,136627
2454,2015/09/23,131242
2455,2015/09/24,125227
2456,2015/09/25,128002
2457,2015/09/26,115475
2458,2015/09/27,108600
2459,2015/09/28,138427
2460,2015/09/29,140490
2461,2015/09/30,139700
2462,2015/10/01,134178
2463,2015/10/02,139608
2464,2015/10/03,119422
2465,2015/10/04,103378
2466,2015/10/05,125395
2467,2015/10/06,144368
2468,2015/10/07,134798
2469,2015/10/08,140208
2470,2015/10/09,114518
2471,2015/10/10,126845
2472,2015/10/11,104404
2473,2015/10/12,134268
2474,2015/10/13,134741
2475,2015/10/14,141833
2476,2015/10/15,153329
2477,2015/10/16,143142
2478,2015/10/17,135775
2479,2015/10/18,119561
2480,2015/10/19,143804
2481,2015/10/20,146221
2482,2015/10/21,150055
2483,2015/10/22,147254
2484,2015/10/23,143319
2485,2015/10/24,139983
2486,2015/10/25,131333
2487,2015/10/26,116236
2488,2015/10/27,153593
2489,2015/10/28,160036
2490,2015/10/29,160911
2491,2015/10/30,166524
2492,2015/10/31,155253
2493,2015/11/01,152335
2494,2015/11/02,171955
2495,2015/11/03,186207
2496,2015/11/04,204043
2497,2015/11/05,182663
2498,2015/11/06,166748
2499,2015/11/07,151345
2500,2015/11/08,132411
2501,2015/11/09,159687
2502,2015/11/10,161816
2503,2015/11/11,158761
2504,2015/11/12,157686
2505,2015/11/13,154667
2506,2015/11/14,150332
2507,2015/11/15,143209
2508,2015/11/16,158143
2509,2015/11/17,156539
2510,2015/11/18,165116
2511,2015/11/19,154347
2512,2015/11/20,155607
2513,2015/11/21,150861
2514,2015/11/22,129487
2515,2015/11/23,145109
2516,2015/11/24,152168
2517,2015/11/25,151713
2518,2015/11/26,164495
2519,2015/11/27,160102
2520,2015/11/28,165522
2521,2015/11/29,129701
2522,2015/11/30,182486
2523,2015/12/01,177945
2524,2015/12/02,183362
2525,2015/12/03,164632
2526,2015/12/04,173433
2527,2015/12/05,186019
2528,2015/12/06,179553
2529,2015/12/07,192683
2530,2015/12/08,195046
2531,2015/12/09,220155
2532,2015/12/10,211820
2533,2015/12/11,210099
2534,2015/12/12,203979
2535,2015/12/13,189772
2536,2015/12/14,231282
2537,2015/12/15,223815
2538,2015/12/16,220257
2539,2015/12/17,216142
2540,2015/12/18,213678
2541,2015/12/19,213719
2542,2015/12/20,193682
2543,2015/12/21,229295
2544,2015/12/22,222567
2545,2015/12/23,220918
2546,2015/12/24,210090
2547,2015/12/25,180221
2548,2015/12/26,179192
2549,2015/12/27,160066
2550,2015/12/28,172978
2551,2015/12/29,184459
2552,2015/12/30,176282
2553,2015/12/31,155220
2554,2016/01/01,123957
2555,2016/01/02,148893
2556,2016/01/03,142463
2557,2016/01/04,181173
2558,2016/01/05,182214
2559,2016/01/06,171949
2560,2016/01/07,190087
2561,2016/01/08,181234
2562,2016/01/09,179817
2563,2016/01/10,161142
2564,2016/01/11,191026
2565,2016/01/12,194704
2566,2016/01/13,187983
2567,2016/01/14,183049
2568,2016/01/15,183520
2569,2016/01/16,191158
2570,2016/01/17,203977
2571,2016/01/18,213732
2572,2016/01/19,186725
2573,2016/01/20,208919
2574,2016/01/21,222606
2575,2016/01/22,213507
2576,2016/01/23,190221
2577,2016/01/24,201254
2578,2016/01/25,221988
2579,2016/01/26,230363
2580,2016/01/27,229522
2581,2016/01/28,224879
2582,2016/01/29,224225
2583,2016/01/30,194607
2584,2016/01/31,175864
2585,2016/02/01,222237
2586,2016/02/02,241542
2587,2016/02/03,191045
2588,2016/02/04,200493
2589,2016/02/05,225300
2590,2016/02/06,223956
2591,2016/02/07,212014
2592,2016/02/08,224607
2593,2016/02/09,231064
2594,2016/02/10,235363
2595,2016/02/11,220742
2596,2016/02/12,202356
2597,2016/02/13,184519
2598,2016/02/14,185922
2599,2016/02/15,220197
2600,2016/02/16,215802
2601,2016/02/17,227080
2602,2016/02/18,212810
2603,2016/02/19,217291
2604,2016/02/20,215578
2605,2016/02/21,206489
2606,2016/02/22,237569
2607,2016/02/23,244612
2608,2016/02/24,224809
2609,2016/02/25,216135
2610,2016/02/26,203495
2611,2016/02/27,182030
2612,2016/02/28,233302
2613,2016/02/29,265187
2614,2016/03/01,276953
2615,2016/03/02,270049
2616,2016/03/03,221517
2617,2016/03/04,207330
2618,2016/03/05,234842
2619,2016/03/06,161591
2620,2016/03/07,183122
2621,2016/03/08,200144
2622,2016/03/09,190220
2623,2016/03/10,188571
2624,2016/03/11,189656
2625,2016/03/12,167869
2626,2016/03/13,149670
2627,2016/03/14,191189
2628,2016/03/15,202265
2629,2016/03/16,211840
2630,2016/03/17,208178
2631,2016/03/18,205886
2632,2016/03/19,177342
2633,2016/03/20,177997
2634,2016/03/21,198867
2635,2016/03/22,205060
2636,2016/03/23,186659
2637,2016/03/24,189947
2638,2016/03/25,172163
2639,2016/03/26,158896
2640,2016/03/27,160125
2641,2016/03/28,195910
2642,2016/03/29,197252
2643,2016/03/30,200881
2644,2016/03/31,206352
2645,2016/04/01,211769
2646,2016/04/02,183364
2647,2016/04/03,178287
2648,2016/04/04,208763
2649,2016/04/05,216021
2650,2016/04/06,219133
2651,2016/04/07,218324
2652,2016/04/08,214047
2653,2016/04/09,196279
2654,2016/04/10,186781
2655,2016/04/11,229887
2656,2016/04/12,240058
2657,2016/04/13,223342
2658,2016/04/14,227764
2659,2016/04/15,212039
2660,2016/04/16,181866
2661,2016/04/17,192270
2662,2016/04/18,220261
2663,2016/04/19,226361
2664,2016/04/20,216615
2665,2016/04/21,212644
2666,2016/04/22,210833
2667,2016/04/23,185072
2668,2016/04/24,183023
2669,2016/04/25,217437
2670,2016/04/26,250593
2671,2016/04/27,239306
2672,2016/04/28,247822
2673,2016/04/29,261726
2674,2016/04/30,215566
2675,2016/05/01,191275
2676,2016/05/02,223628
2677,2016/05/03,235458
2678,2016/05/04,233524
2679,2016/05/05,229418
2680,2016/05/06,233070
2681,2016/05/07,201912
2682,2016/05/08,188857
2683,2016/05/09,226278
2684,2016/05/10,245563
2685,2016/05/11,234279
2686,2016/05/12,228270
2687,2016/05/13,231994
2688,2016/05/14,211136
2689,2016/05/15,200032
2690,2016/05/16,239668
2691,2016/05/17,238485
2692,2016/05/18,234930
2693,2016/05/19,219025
2694,2016/05/20,209247
2695,2016/05/21,191320
2696,2016/05/22,184164
2697,2016/05/23,222574
2698,2016/05/24,246370
2699,2016/05/25,247703
2700,2016/05/26,219956
2701,2016/05/27,215157
2702,2016/05/28,192921
2703,2016/05/29,178595
2704,2016/05/30,211224
2705,2016/05/31,215122
2706,2016/06/01,234241
2707,2016/06/02,230961
2708,2016/06/03,234527
2709,2016/06/04,196546
2710,2016/06/05,189632
2711,2016/06/06,221001
2712,2016/06/07,230876
2713,2016/06/08,229789
2714,2016/06/09,236188
2715,2016/06/10,228223
2716,2016/06/11,213003
2717,2016/06/12,210565
2718,2016/06/13,251193
2719,2016/06/14,246697
2720,2016/06/15,259050
2721,2016/06/16,267721
2722,2016/06/17,253603
2723,2016/06/18,235159
2724,2016/06/19,218121
2725,2016/06/20,249170
2726,2016/06/21,248015
2727,2016/06/22,235512
2728,2016/06/23,241160
2729,2016/06/24,237496
2730,2016/06/25,206757
2731,2016/06/26,181202
2732,2016/06/27,216882
2733,2016/06/28,212459
2734,2016/06/29,223966
2735,2016/06/30,231810
2736,2016/07/01,205646
2737,2016/07/02,198726
2738,2016/07/03,176973
2739,2016/07/04,213749
2740,2016/07/05,214814
2741,2016/07/06,214551
2742,2016/07/07,215411
2743,2016/07/08,210556
2744,2016/07/09,185256
2745,2016/07/10,162452
2746,2016/07/11,217946
2747,2016/07/12,218891
2748,2016/07/13,216374
2749,2016/07/14,217554
2750,2016/07/15,215946
2751,2016/07/16,182035
2752,2016/07/17,170864
2753,2016/07/18,222687
2754,2016/07/19,222018
2755,2016/07/20,227279
2756,2016/07/21,217473
2757,2016/07/22,221275
2758,2016/07/23,195665
2759,2016/07/24,183766
2760,2016/07/25,239584
2761,2016/07/26,237544
2762,2016/07/27,235475
2763,2016/07/28,234727
2764,2016/07/29,231267
2765,2016/07/30,199365
2766,2016/07/31,192100
2767,2016/08/01,224896
2768,2016/08/02,250944
2769,2016/08/03,241616
2770,2016/08/04,231682
2771,2016/08/05,228075
2772,2016/08/06,195503
2773,2016/08/07,192266
2774,2016/08/08,235147
2775,2016/08/09,231276
2776,2016/08/10,244589
2777,2016/08/11,254365
2778,2016/08/12,232824
2779,2016/08/13,214406
2780,2016/08/14,200011
2781,2016/08/15,202750
2782,2016/08/16,254296
2783,2016/08/17,237880
2784,2016/08/18,239387
2785,2016/08/19,245941
2786,2016/08/20,208069
2787,2016/08/21,184741
2788,2016/08/22,228215
2789,2016/08/23,238874
2790,2016/08/24,234978
2791,2016/08/25,233879
2792,2016/08/26,226635
2793,2016/08/27,190954
2794,2016/08/28,174337
2795,2016/08/29,225133
2796,2016/08/30,251838
2797,2016/08/31,225226
2798,2016/09/01,237326
2799,2016/09/02,225703
2800,2016/09/03,182078
2801,2016/09/04,183065
2802,2016/09/05,227543
2803,2016/09/06,231982
2804,2016/09/07,250657
2805,2016/09/08,226862
2806,2016/09/09,220392
2807,2016/09/10,193165
2808,2016/09/11,180227
2809,2016/09/12,208486
2810,2016/09/13,239721
2811,2016/09/14,231644
2812,2016/09/15,233334
2813,2016/09/16,210989
2814,2016/09/17,215366
2815,2016/09/18,191458
2816,2016/09/19,223407
2817,2016/09/20,244164
2818,2016/09/21,239050
2819,2016/09/22,231086
2820,2016/09/23,223051
2821,2016/09/24,208484
2822,2016/09/25,195457
2823,2016/09/26,230616
2824,2016/09/27,240168
2825,2016/09/28,234847
2826,2016/09/29,242587
2827,2016/09/30,250801
2828,2016/10/01,213773
2829,2016/10/02,192542
2830,2016/10/03,258654
2831,2016/10/04,264504
2832,2016/10/05,266644
2833,2016/10/06,274325
2834,2016/10/07,266181
2835,2016/10/08,250503
2836,2016/10/09,210388
2837,2016/10/10,222872
2838,2016/10/11,263426
2839,2016/10/12,233296
2840,2016/10/13,229575
2841,2016/10/14,239588
2842,2016/10/15,210306
2843,2016/10/16,197746
2844,2016/10/17,237107
2845,2016/10/18,251366
2846,2016/10/19,198958
2847,2016/10/20,270246
2848,2016/10/21,265191
2849,2016/10/22,216559
2850,2016/10/23,191434
2851,2016/10/24,226837
2852,2016/10/25,236891
2853,2016/10/26,223178
2854,2016/10/27,326226
2855,2016/10/28,250724
2856,2016/10/29,229540
2857,2016/10/30,207814
2858,2016/10/31,241631
2859,2016/11/01,246506
2860,2016/11/02,268285
2861,2016/11/03,271843
2862,2016/11/04,247927
2863,2016/11/05,238068
2864,2016/11/06,225633
2865,2016/11/07,274135
2866,2016/11/08,295891
2867,2016/11/09,269948
2868,2016/11/10,271206
2869,2016/11/11,254456
2870,2016/11/12,228718
2871,2016/11/13,219515
2872,2016/11/14,270334
2873,2016/11/15,280196
2874,2016/11/16,289618
2875,2016/11/17,277301
2876,2016/11/18,275777
2877,2016/11/19,249618
2878,2016/11/20,243463
2879,2016/11/21,285654
2880,2016/11/22,285501
2881,2016/11/23,276777
2882,2016/11/24,328376
2883,2016/11/25,315235
2884,2016/11/26,277455
2885,2016/11/27,237245
2886,2016/11/28,298366
2887,2016/11/29,289501
2888,2016/11/30,292512
2889,2016/12/01,239536
2890,2016/12/02,315335
2891,2016/12/03,287816
2892,2016/12/04,245502
2893,2016/12/05,277849
2894,2016/12/06,319612
2895,2016/12/07,310580
2896,2016/12/08,282554
2897,2016/12/09,268680
2898,2016/12/10,250109
2899,2016/12/11,229746
2900,2016/12/12,268506
2901,2016/12/13,291579
2902,2016/12/14,286189
2903,2016/12/15,282558
2904,2016/12/16,279228
2905,2016/12/17,237986
2906,2016/12/18,235648
2907,2016/12/19,281978
2908,2016/12/20,296335
2909,2016/12/21,325518
2910,2016/12/22,314485
2911,2016/12/23,304845
2912,2016/12/24,240683
2913,2016/12/25,197199
2914,2016/12/26,244772
2915,2016/12/27,296390
2916,2016/12/28,305230
2917,2016/12/29,304455
2918,2016/12/30,286661
2919,2016/12/31,250125
2920,2017/01/01,180346
2921,2017/01/02,290792
2922,2017/01/03,301500
2923,2017/01/04,328489
2924,2017/01/05,288361
2925,2017/01/06,346244
2926,2017/01/07,281922
2927,2017/01/08,259934
2928,2017/01/09,269811
2929,2017/01/10,323728
2930,2017/01/11,302905
2931,2017/01/12,294953
2932,2017/01/13,272597
2933,2017/01/14,242097
2934,2017/01/15,235832
2935,2017/01/16,267471
2936,2017/01/17,292539
2937,2017/01/18,296950
2938,2017/01/19,300431
2939,2017/01/20,298188
2940,2017/01/21,263381
2941,2017/01/22,236712
2942,2017/01/23,235392
2943,2017/01/24,278028
2944,2017/01/25,304578
2945,2017/01/26,313600
2946,2017/01/27,263162
2947,2017/01/28,246243
2948,2017/01/29,241460
2949,2017/01/30,247264
2950,2017/01/31,307538
2951,2017/02/01,350368
2952,2017/02/02,259402
2953,2017/02/03,323414
2954,2017/02/04,284634
2955,2017/02/05,291942
2956,2017/02/06,229902
2957,2017/02/07,325117
2958,2017/02/08,308170
2959,2017/02/09,346375
2960,2017/02/10,301642
2961,2017/02/11,262547
2962,2017/02/12,237604
2963,2017/02/13,288127
2964,2017/02/14,314915
2965,2017/02/15,294647
2966,2017/02/16,283052
2967,2017/02/17,319616
2968,2017/02/18,285992
2969,2017/02/19,251587
2970,2017/02/20,282580
2971,2017/02/21,278952
2972,2017/02/22,282056
2973,2017/02/23,325763
2974,2017/02/24,343642
2975,2017/02/25,326354
2976,2017/02/26,265025
2977,2017/02/27,284411
2978,2017/02/28,325261
2979,2017/03/01,315739
2980,2017/03/02,329271
2981,2017/03/03,337159
2982,2017/03/04,265648
2983,2017/03/05,280592
2984,2017/03/06,287589
2985,2017/03/07,327749
2986,2017/03/08,296966
2987,2017/03/09,303484
2988,2017/03/10,308326
2989,2017/03/11,280532
2990,2017/03/12,220955
2991,2017/03/13,272934
2992,2017/03/14,310239
2993,2017/03/15,292292
2994,2017/03/16,326881
2995,2017/03/17,292042
2996,2017/03/18,263373
2997,2017/03/19,269171
2998,2017/03/20,276897
2999,2017/03/21,287913
3000,2017/03/22,316434
3001,2017/03/23,287723
3002,2017/03/24,289345
3003,2017/03/25,242842
3004,2017/03/26,219338
3005,2017/03/27,232159
3006,2017/03/28,293846
3007,2017/03/29,283793
3008,2017/03/30,288624
3009,2017/03/31,259268
3010,2017/04/01,255739
3011,2017/04/02,244045
3012,2017/04/03,287965
3013,2017/04/04,255890
3014,2017/04/05,316393
3015,2017/04/06,290318
3016,2017/04/07,295301
3017,2017/04/08,226822
3018,2017/04/09,238127
3019,2017/04/10,273237
3020,2017/04/11,307726
3021,2017/04/12,277951
3022,2017/04/13,228552
3023,2017/04/14,290069
3024,2017/04/15,270555
3025,2017/04/16,211683
3026,2017/04/17,245046
3027,2017/04/18,302945
3028,2017/04/19,309961
3029,2017/04/20,267777
3030,2017/04/21,330187
3031,2017/04/22,268567
3032,2017/04/23,244886
3033,2017/04/24,222547
3034,2017/04/25,325239
3035,2017/04/26,334318
3036,2017/04/27,297737
3037,2017/04/28,305135
3038,2017/04/29,341146
3039,2017/04/30,281338
3040,2017/05/01,294636
3041,2017/05/02,333003
3042,2017/05/03,295017
3043,2017/05/04,354569
3044,2017/05/05,267064
3045,2017/05/06,362854
3046,2017/05/07,315844
3047,2017/05/08,364916
3048,2017/05/09,332724
3049,2017/05/10,311243
3050,2017/05/11,294608
3051,2017/05/12,317544
3052,2017/05/13,329108
3053,2017/05/14,368934
3054,2017/05/15,329059
3055,2017/05/16,233845
3056,2017/05/17,317372
3057,2017/05/18,288762
3058,2017/05/19,319338
3059,2017/05/20,352640
3060,2017/05/21,325910
3061,2017/05/22,327722
3062,2017/05/23,367542
3063,2017/05/24,338488
3064,2017/05/25,349951
3065,2017/05/26,333187
3066,2017/05/27,331746
3067,2017/05/28,307978
3068,2017/05/29,321487
3069,2017/05/30,347782
3070,2017/05/31,321470
3071,2017/06/01,319539
3072,2017/06/02,271393
3073,2017/06/03,305128
3074,2017/06/04,265883
3075,2017/06/05,289766
3076,2017/06/06,297265
3077,2017/06/07,339555
3078,2017/06/08,307212
3079,2017/06/09,282033
3080,2017/06/10,254852
3081,2017/06/11,222746
3082,2017/06/12,268951
3083,2017/06/13,291635
3084,2017/06/14,287504
3085,2017/06/15,290753
3086,2017/06/16,269789
3087,2017/06/17,236409
3088,2017/06/18,209214
3089,2017/06/19,269623
3090,2017/06/20,267926
3091,2017/06/21,280063
3092,2017/06/22,269546
3093,2017/06/23,259778
3094,2017/06/24,226981
3095,2017/06/25,180597
3096,2017/06/26,261764
3097,2017/06/27,259606
3098,2017/06/28,279654
3099,2017/06/29,230934
3100,2017/06/30,267206
3101,2017/07/01,221692
3102,2017/07/02,196351
3103,2017/07/03,253074
3104,2017/07/04,255330
3105,2017/07/05,236859
3106,2017/07/06,224964
3107,2017/07/07,243466
3108,2017/07/08,220670
3109,2017/07/09,187986
3110,2017/07/10,251525
3111,2017/07/11,265586
3112,2017/07/12,256961
3113,2017/07/13,245738
3114,2017/07/14,227764
3115,2017/07/15,221724
3116,2017/07/16,203002
3117,2017/07/17,230167
3118,2017/07/18,260410
3119,2017/07/19,253619
3120,2017/07/20,230037
3121,2017/07/21,268289
3122,2017/07/22,223198
3123,2017/07/23,180859
3124,2017/07/24,239894
3125,2017/07/25,243888
3126,2017/07/26,237706
3127,2017/07/27,225215
3128,2017/07/28,247057
3129,2017/07/29,210977
3130,2017/07/30,183998
3131,2017/07/31,230867
3132,2017/08/01,131726
3133,2017/08/02,209169
3134,2017/08/03,212879
3135,2017/08/04,235613
3136,2017/08/05,239594
3137,2017/08/06,199487
3138,2017/08/07,248849
3139,2017/08/08,275410
3140,2017/08/09,260817
3141,2017/08/10,257831
3142,2017/08/11,283857
3143,2017/08/12,260386
3144,2017/08/13,263162
3145,2017/08/14,255232
3146,2017/08/15,310850
3147,2017/08/16,274736
3148,2017/08/17,347140
3149,2017/08/18,312101
3150,2017/08/19,266681
3151,2017/08/20,210722
3152,2017/08/21,236657
3153,2017/08/22,196194
3154,2017/08/23,315575
3155,2017/08/24,203704
3156,2017/08/25,208068
3157,2017/08/26,226380
3158,2017/08/27,261736
3159,2017/08/28,223642
3160,2017/08/29,280967
3161,2017/08/30,271298
3162,2017/08/31,280561
3163,2017/09/01,283496
3164,2017/09/02,236647
3165,2017/09/03,195135
3166,2017/09/04,269105
3167,2017/09/05,277751
3168,2017/09/06,276063
3169,2017/09/07,256198
3170,2017/09/08,279313
3171,2017/09/09,217721
3172,2017/09/10,193102
3173,2017/09/11,253318
3174,2017/09/12,256042
3175,2017/09/13,263130
3176,2017/09/14,267894
3177,2017/09/15,291899
3178,2017/09/16,228088
3179,2017/09/17,197507
3180,2017/09/18,218077
3181,2017/09/19,282761
3182,2017/09/20,235606
3183,2017/09/21,255081
3184,2017/09/22,227476
3185,2017/09/23,203695
3186,2017/09/24,185132
3187,2017/09/25,226478
3188,2017/09/26,263510
3189,2017/09/27,257814
3190,2017/09/28,275799
3191,2017/09/29,254269
3192,2017/09/30,212540
3193,2017/10/01,203523
3194,2017/10/02,294852
3195,2017/10/03,281949
3196,2017/10/04,232692
3197,2017/10/05,273118
3198,2017/10/06,283540
3199,2017/10/07,231068
3200,2017/10/08,238203
3201,2017/10/09,296785
3202,2017/10/10,302941
3203,2017/10/11,292320
3204,2017/10/12,293011
3205,2017/10/13,309683
3206,2017/10/14,292999
3207,2017/10/15,283278
3208,2017/10/16,314551
3209,2017/10/17,334274
3210,2017/10/18,329428
3211,2017/10/19,356807
3212,2017/10/20,312230
3213,2017/10/21,312104
3214,2017/10/22,288949
3215,2017/10/23,315925
3216,2017/10/24,338707
3217,2017/10/25,317062
3218,2017/10/26,285767
3219,2017/10/27,226990
3220,2017/10/28,227234
3221,2017/10/29,335635
3222,2017/10/30,312620
3223,2017/10/31,276961
3224,2017/11/01,340337
3225,2017/11/02,352186
3226,2017/11/03,274116
3227,2017/11/04,293991
3228,2017/11/05,251587
3229,2017/11/06,270896
3230,2017/11/07,335480
3231,2017/11/08,301202
3232,2017/11/09,341128
3233,2017/11/10,271625
3234,2017/11/11,194554
3235,2017/11/12,185886
3236,2017/11/13,309159
3237,2017/11/14,271867
3238,2017/11/15,321636
3239,2017/11/16,310244
3240,2017/11/17,306450
3241,2017/11/18,270738
3242,2017/11/19,264695
3243,2017/11/20,336029
3244,2017/11/21,370918
3245,2017/11/22,311885
3246,2017/11/23,352050
3247,2017/11/24,305586
3248,2017/11/25,336533
3249,2017/11/26,329524
3250,2017/11/27,379086
3251,2017/11/28,365821
3252,2017/11/29,397917
3253,2017/11/30,384219
3254,2017/12/01,412725
3255,2017/12/02,326193
3256,2017/12/03,352868
3257,2017/12/04,400505
3258,2017/12/05,405531
3259,2017/12/06,443399
3260,2017/12/07,374765
3261,2017/12/08,384936
3262,2017/12/09,403225
3263,2017/12/10,341256
3264,2017/12/11,368427
3265,2017/12/12,372821
3266,2017/12/13,424393
3267,2017/12/14,490459
3268,2017/12/15,405507
3269,2017/12/16,364051
3270,2017/12/17,391725
3271,2017/12/18,394057
3272,2017/12/19,378482
3273,2017/12/20,370141
3274,2017/12/21,335350
3275,2017/12/22,380493
3276,2017/12/23,308072
3277,2017/12/24,279371
3278,2017/12/25,228791
3279,2017/12/26,247298
3280,2017/12/27,307486
3281,2017/12/28,304904
3282,2017/12/29,353659
3283,2017/12/30,344260
3284,2017/12/31,290259
3285,2018/01/01,241601
3286,2018/01/02,340809
3287,2018/01/03,395806
3288,2018/01/04,424840
3289,2018/01/05,342564
3290,2018/01/06,358679
3291,2018/01/07,368025
3292,2018/01/08,345506
3293,2018/01/09,360101
3294,2018/01/10,347227
3295,2018/01/11,337766
3296,2018/01/12,299913
3297,2018/01/13,265586
3298,2018/01/14,234890
3299,2018/01/15,273473
3300,2018/01/16,303566
3301,2018/01/17,315604
3302,2018/01/18,309322
3303,2018/01/19,243454
3304,2018/01/20,240433
3305,2018/01/21,215435
3306,2018/01/22,245395
3307,2018/01/23,271759
3308,2018/01/24,250247
3309,2018/01/25,236422
3310,2018/01/26,220304
3311,2018/01/27,193421
3312,2018/01/28,213288
3313,2018/01/29,232028
3314,2018/01/30,236442
3315,2018/01/31,204159
3316,2018/02/01,257504
3317,2018/02/02,235750
3318,2018/02/03,194733
3319,2018/02/04,173509
3320,2018/02/05,216178
3321,2018/02/06,243950
3322,2018/02/07,213578
3323,2018/02/08,173158
3324,2018/02/09,177725
3325,2018/02/10,181640
3326,2018/02/11,147057
3327,2018/02/12,186752
3328,2018/02/13,182820
3329,2018/02/14,196238
3330,2018/02/15,198052
3331,2018/02/16,187581
3332,2018/02/17,173640
3333,2018/02/18,159333
3334,2018/02/19,187205
3335,2018/02/20,198314
3336,2018/02/21,205032
3337,2018/02/22,183086
3338,2018/02/23,185045
3339,2018/02/24,154389
3340,2018/02/25,144698
3341,2018/02/26,186333
3342,2018/02/27,219464
3343,2018/02/28,189068
3344,2018/03/01,233579
3345,2018/03/02,194917
3346,2018/03/03,176844
3347,2018/03/04,160083
3348,2018/03/05,201289
3349,2018/03/06,205860
3350,2018/03/07,213821
3351,2018/03/08,196260
3352,2018/03/09,198034
3353,2018/03/10,156088
3354,2018/03/11,150731
3355,2018/03/12,188233
3356,2018/03/13,195982
3357,2018/03/14,190898
3358,2018/03/15,206042
